WEEK,GEAR,SPECIES,WEIGHT,START,DFOWEEKNUM,YEAR,MONTH
081 JUL 31 - AUG 06,Troll,Pink,7692,7/31/2011,81,2011,7
081 JUL 31 - AUG 06,Gillnet,Sockeye,250801,7/31/2011,81,2011,7
081 JUL 31 - AUG 06,Seine,Sockeye,64790,7/31/2011,81,2011,7
081 JUL 31 - AUG 06,Troll,Sockeye,1152,7/31/2011,81,2011,7
081 AUG 05 - AUG 11,Gillnet,Chinook,29259,8/5/2012,81,2012,8
081 AUG 05 - AUG 11,Seine,Chinook,5,8/5/2012,81,2012,8
081 AUG 05 - AUG 11,Troll,Chinook,91034,8/5/2012,81,2012,8
081 AUG 05 - AUG 11,Gillnet,Chum,227933,8/5/2012,81,2012,8
081 AUG 05 - AUG 11,Seine,Chum,66583,8/5/2012,81,2012,8
081 AUG 05 - AUG 11,Troll,Chum,20,8/5/2012,81,2012,8
081 AUG 05 - AUG 11,Gillnet,Coho,2487,8/5/2012,81,2012,8
081 AUG 05 - AUG 11,Troll,Coho,154408,8/5/2012,81,2012,8
081 AUG 05 - AUG 11,Gillnet,Pink,3266,8/5/2012,81,2012,8
081 AUG 05 - AUG 11,Seine,Pink,238154,8/5/2012,81,2012,8
081 AUG 05 - AUG 11,Troll,Pink,24018,8/5/2012,81,2012,8
081 AUG 05 - AUG 11,Gillnet,Sockeye,22721,8/5/2012,81,2012,8
081 AUG 05 - AUG 11,Seine,Sockeye,3630,8/5/2012,81,2012,8
081 AUG 05 - AUG 11,Troll,Sockeye,460,8/5/2012,81,2012,8
082 AUG 11 - AUG 17,Gillnet,Chinook,32186,8/11/1996,82,1996,8
082 AUG 11 - AUG 17,Seine,Chinook,2250,8/11/1996,82,1996,8
082 AUG 11 - AUG 17,Gillnet,Chum,139262,8/11/1996,82,1996,8
082 AUG 11 - AUG 17,Seine,Chum,150195,8/11/1996,82,1996,8
082 AUG 11 - AUG 17,Troll,Chum,23583,8/11/1996,82,1996,8
082 AUG 11 - AUG 17,Gillnet,Coho,32142,8/11/1996,82,1996,8
082 AUG 11 - AUG 17,Seine,Coho,44170,8/11/1996,82,1996,8
082 AUG 11 - AUG 17,Troll,Coho,519180,8/11/1996,82,1996,8
082 AUG 11 - AUG 17,Gillnet,Pink,134857,8/11/1996,82,1996,8
082 AUG 11 - AUG 17,Seine,Pink,678230,8/11/1996,82,1996,8
082 AUG 11 - AUG 17,Troll,Pink,272991,8/11/1996,82,1996,8
082 AUG 11 - AUG 17,Gillnet,Sockeye,2155006,8/11/1996,82,1996,8
082 AUG 11 - AUG 17,Seine,Sockeye,449294,8/11/1996,82,1996,8
082 AUG 11 - AUG 17,Troll,Sockeye,13727,8/11/1996,82,1996,8
082 AUG 11 - AUG 17,Gillnet,Steelhead,140,8/11/1996,82,1996,8
082 AUG 11 - AUG 17,Seine,Steelhead,3,8/11/1996,82,1996,8
082 AUG 11 - AUG 17,Troll,Steelhead,20,8/11/1996,82,1996,8
082 AUG 10 - AUG 16,Gillnet,Chinook,16409,8/10/1997,82,1997,8
082 AUG 10 - AUG 16,Seine,Chinook,2593,8/10/1997,82,1997,8
082 AUG 10 - AUG 16,Troll,Chinook,59253,8/10/1997,82,1997,8
082 AUG 10 - AUG 16,Gillnet,Chum,226866,8/10/1997,82,1997,8
082 AUG 10 - AUG 16,Seine,Chum,95414,8/10/1997,82,1997,8
082 AUG 10 - AUG 16,Troll,Chum,11422,8/10/1997,82,1997,8
082 AUG 10 - AUG 16,Gillnet,Coho,6162,8/10/1997,82,1997,8
082 AUG 10 - AUG 16,Seine,Coho,7698,8/10/1997,82,1997,8
082 AUG 10 - AUG 16,Troll,Coho,88610,8/10/1997,82,1997,8
082 AUG 10 - AUG 16,Gillnet,Pink,128324,8/10/1997,82,1997,8
082 AUG 10 - AUG 16,Seine,Pink,940379,8/10/1997,82,1997,8
082 AUG 10 - AUG 16,Troll,Pink,267978,8/10/1997,82,1997,8
082 AUG 10 - AUG 16,Gillnet,Sockeye,965438,8/10/1997,82,1997,8
082 AUG 10 - AUG 16,Seine,Sockeye,3286341,8/10/1997,82,1997,8
082 AUG 10 - AUG 16,Troll,Sockeye,888515,8/10/1997,82,1997,8
082 AUG 10 - AUG 16,Gillnet,Steelhead,27,8/10/1997,82,1997,8
082 AUG 10 - AUG 16,Seine,Steelhead,84,8/10/1997,82,1997,8
082 AUG 10 - AUG 16,Troll,Steelhead,5,8/10/1997,82,1997,8
082 AUG 09 - AUG 15,Gillnet,Chinook,3526,8/9/1998,82,1998,8
082 AUG 09 - AUG 15,Troll,Chinook,81098,8/9/1998,82,1998,8
082 AUG 09 - AUG 15,Gillnet,Chum,547244,8/9/1998,82,1998,8
082 AUG 09 - AUG 15,Seine,Chum,787813,8/9/1998,82,1998,8
082 AUG 09 - AUG 15,Troll,Chum,3098,8/9/1998,82,1998,8
082 AUG 09 - AUG 15,Gillnet,Coho,1882,8/9/1998,82,1998,8
082 AUG 09 - AUG 15,Gillnet,Pink,61837,8/9/1998,82,1998,8
082 AUG 09 - AUG 15,Seine,Pink,440953,8/9/1998,82,1998,8
082 AUG 09 - AUG 15,Troll,Pink,8497,8/9/1998,82,1998,8
082 AUG 09 - AUG 15,Gillnet,Sockeye,31255,8/9/1998,82,1998,8
082 AUG 09 - AUG 15,Seine,Sockeye,47817,8/9/1998,82,1998,8
082 AUG 09 - AUG 15,Troll,Sockeye,204931,8/9/1998,82,1998,8
082 AUG 09 - AUG 15,Gillnet,Steelhead,111,8/9/1998,82,1998,8
082 AUG 08 - AUG 14,Gillnet,Chinook,4388,8/8/1999,82,1999,8
082 AUG 08 - AUG 14,Troll,Chinook,92971,8/8/1999,82,1999,8
082 AUG 08 - AUG 14,Gillnet,Chum,119974,8/8/1999,82,1999,8
082 AUG 08 - AUG 14,Seine,Chum,200628,8/8/1999,82,1999,8
082 AUG 08 - AUG 14,Troll,Chum,463,8/8/1999,82,1999,8
082 AUG 08 - AUG 14,Gillnet,Coho,1030,8/8/1999,82,1999,8
082 AUG 08 - AUG 14,Gillnet,Pink,188518,8/8/1999,82,1999,8
082 AUG 08 - AUG 14,Seine,Pink,1627626,8/8/1999,82,1999,8
082 AUG 08 - AUG 14,Troll,Pink,118,8/8/1999,82,1999,8
082 AUG 08 - AUG 14,Gillnet,Sockeye,60934,8/8/1999,82,1999,8
082 AUG 08 - AUG 14,Seine,Sockeye,92023,8/8/1999,82,1999,8
082 AUG 08 - AUG 14,Troll,Sockeye,1503,8/8/1999,82,1999,8
082 AUG 08 - AUG 14,Gillnet,Steelhead,8,8/8/1999,82,1999,8
082 AUG 06 - AUG 12,Gillnet,Chinook,6856,8/6/2000,82,2000,8
082 AUG 06 - AUG 12,Seine,Chinook,17,8/6/2000,82,2000,8
082 AUG 06 - AUG 12,Troll,Chinook,1754,8/6/2000,82,2000,8
082 AUG 06 - AUG 12,Gillnet,Chum,111634,8/6/2000,82,2000,8
082 AUG 06 - AUG 12,Seine,Chum,35183,8/6/2000,82,2000,8
082 AUG 06 - AUG 12,Troll,Chum,451,8/6/2000,82,2000,8
082 AUG 06 - AUG 12,Gillnet,Coho,2239,8/6/2000,82,2000,8
082 AUG 06 - AUG 12,Seine,Coho,49,8/6/2000,82,2000,8
082 AUG 06 - AUG 12,Gillnet,Pink,224773,8/6/2000,82,2000,8
082 AUG 06 - AUG 12,Seine,Pink,1129240,8/6/2000,82,2000,8
082 AUG 06 - AUG 12,Troll,Pink,72240,8/6/2000,82,2000,8
082 AUG 06 - AUG 12,Gillnet,Sockeye,816849,8/6/2000,82,2000,8
082 AUG 06 - AUG 12,Seine,Sockeye,796178,8/6/2000,82,2000,8
082 AUG 06 - AUG 12,Troll,Sockeye,122819,8/6/2000,82,2000,8
082 AUG 06 - AUG 12,Gillnet,Steelhead,98,8/6/2000,82,2000,8
082 AUG 12 - AUG 18,Gillnet,Chinook,5028,8/12/2001,82,2001,8
082 AUG 12 - AUG 18,Gillnet,Chum,237861,8/12/2001,82,2001,8
082 AUG 12 - AUG 18,Seine,Chum,52496,8/12/2001,82,2001,8
082 AUG 12 - AUG 18,Troll,Chum,1040,8/12/2001,82,2001,8
082 AUG 12 - AUG 18,Gillnet,Coho,2218,8/12/2001,82,2001,8
082 AUG 12 - AUG 18,Seine,Coho,37,8/12/2001,82,2001,8
082 AUG 12 - AUG 18,Gillnet,Pink,93309,8/12/2001,82,2001,8
082 AUG 12 - AUG 18,Seine,Pink,2783126,8/12/2001,82,2001,8
082 AUG 12 - AUG 18,Troll,Pink,53903,8/12/2001,82,2001,8
082 AUG 12 - AUG 18,Gillnet,Sockeye,32227,8/12/2001,82,2001,8
082 AUG 12 - AUG 18,Seine,Sockeye,96549,8/12/2001,82,2001,8
082 AUG 12 - AUG 18,Troll,Sockeye,9878,8/12/2001,82,2001,8
082 AUG 12 - AUG 18,Gillnet,Steelhead,3,8/12/2001,82,2001,8
082 AUG 11 - AUG 17,Gillnet,Chinook,25021,8/11/2002,82,2002,8
082 AUG 11 - AUG 17,Troll,Chinook,2565,8/11/2002,82,2002,8
082 AUG 11 - AUG 17,Gillnet,Chum,453610,8/11/2002,82,2002,8
082 AUG 11 - AUG 17,Seine,Chum,108728,8/11/2002,82,2002,8
082 AUG 11 - AUG 17,Troll,Chum,875,8/11/2002,82,2002,8
082 AUG 11 - AUG 17,Gillnet,Coho,568,8/11/2002,82,2002,8
082 AUG 11 - AUG 17,Troll,Coho,117958,8/11/2002,82,2002,8
082 AUG 11 - AUG 17,Gillnet,Pink,45204,8/11/2002,82,2002,8
082 AUG 11 - AUG 17,Seine,Pink,1780358,8/11/2002,82,2002,8
082 AUG 11 - AUG 17,Troll,Pink,27959,8/11/2002,82,2002,8
082 AUG 11 - AUG 17,Gillnet,Sockeye,2089459,8/11/2002,82,2002,8
082 AUG 11 - AUG 17,Seine,Sockeye,999150,8/11/2002,82,2002,8
082 AUG 11 - AUG 17,Troll,Sockeye,142085,8/11/2002,82,2002,8
082 AUG 10 - AUG 16,Gillnet,Chinook,25307,8/10/2003,82,2003,8
082 AUG 10 - AUG 16,Troll,Chinook,2360,8/10/2003,82,2003,8
082 AUG 10 - AUG 16,Gillnet,Chum,881615,8/10/2003,82,2003,8
082 AUG 10 - AUG 16,Seine,Chum,351866,8/10/2003,82,2003,8
082 AUG 10 - AUG 16,Troll,Chum,1285,8/10/2003,82,2003,8
082 AUG 10 - AUG 16,Gillnet,Coho,1505,8/10/2003,82,2003,8
082 AUG 10 - AUG 16,Troll,Coho,230620,8/10/2003,82,2003,8
082 AUG 10 - AUG 16,Gillnet,Pink,60239,8/10/2003,82,2003,8
082 AUG 10 - AUG 16,Seine,Pink,1613067,8/10/2003,82,2003,8
082 AUG 10 - AUG 16,Troll,Pink,70083,8/10/2003,82,2003,8
082 AUG 10 - AUG 16,Gillnet,Sockeye,280572,8/10/2003,82,2003,8
082 AUG 10 - AUG 16,Seine,Sockeye,165165,8/10/2003,82,2003,8
082 AUG 10 - AUG 16,Troll,Sockeye,161108,8/10/2003,82,2003,8
082 AUG 08 - AUG 14,Gillnet,Chinook,7133,8/8/2004,82,2004,8
082 AUG 08 - AUG 14,Seine,Chinook,60,8/8/2004,82,2004,8
082 AUG 08 - AUG 14,Troll,Chinook,920,8/8/2004,82,2004,8
082 AUG 08 - AUG 14,Gillnet,Chum,752032,8/8/2004,82,2004,8
082 AUG 08 - AUG 14,Seine,Chum,631119,8/8/2004,82,2004,8
082 AUG 08 - AUG 14,Troll,Chum,11,8/8/2004,82,2004,8
082 AUG 08 - AUG 14,Gillnet,Coho,13958,8/8/2004,82,2004,8
082 AUG 08 - AUG 14,Seine,Coho,50612,8/8/2004,82,2004,8
082 AUG 08 - AUG 14,Troll,Coho,194139,8/8/2004,82,2004,8
082 AUG 08 - AUG 14,Gillnet,Pink,53454,8/8/2004,82,2004,8
082 AUG 08 - AUG 14,Seine,Pink,403926,8/8/2004,82,2004,8
082 AUG 08 - AUG 14,Troll,Pink,10034,8/8/2004,82,2004,8
082 AUG 08 - AUG 14,Gillnet,Sockeye,141514,8/8/2004,82,2004,8
082 AUG 08 - AUG 14,Seine,Sockeye,107413,8/8/2004,82,2004,8
082 AUG 08 - AUG 14,Troll,Sockeye,4194,8/8/2004,82,2004,8
082 AUG 07 - AUG 13,Gillnet,Chinook,18404,8/7/2005,82,2005,8
082 AUG 07 - AUG 13,Troll,Chinook,9770,8/7/2005,82,2005,8
082 AUG 07 - AUG 13,Gillnet,Chum,205307,8/7/2005,82,2005,8
082 AUG 07 - AUG 13,Seine,Chum,37148,8/7/2005,82,2005,8
082 AUG 07 - AUG 13,Troll,Chum,2,8/7/2005,82,2005,8
082 AUG 07 - AUG 13,Gillnet,Coho,7788,8/7/2005,82,2005,8
082 AUG 07 - AUG 13,Seine,Coho,81873,8/7/2005,82,2005,8
082 AUG 07 - AUG 13,Troll,Coho,109600,8/7/2005,82,2005,8
082 AUG 07 - AUG 13,Gillnet,Pink,14432,8/7/2005,82,2005,8
082 AUG 07 - AUG 13,Seine,Pink,1866637,8/7/2005,82,2005,8
082 AUG 07 - AUG 13,Troll,Pink,8716,8/7/2005,82,2005,8
082 AUG 07 - AUG 13,Gillnet,Sockeye,2470,8/7/2005,82,2005,8
082 AUG 07 - AUG 13,Seine,Sockeye,87780,8/7/2005,82,2005,8
082 AUG 13 - AUG 19,Gillnet,Chinook,31013,8/13/2006,82,2006,8
082 AUG 13 - AUG 19,Troll,Chinook,68041,8/13/2006,82,2006,8
082 AUG 13 - AUG 19,Gillnet,Chum,239511,8/13/2006,82,2006,8
082 AUG 13 - AUG 19,Seine,Chum,104505,8/13/2006,82,2006,8
082 AUG 13 - AUG 19,Troll,Chum,243,8/13/2006,82,2006,8
082 AUG 13 - AUG 19,Gillnet,Coho,12036,8/13/2006,82,2006,8
082 AUG 13 - AUG 19,Troll,Coho,62894,8/13/2006,82,2006,8
082 AUG 13 - AUG 19,Gillnet,Pink,28987,8/13/2006,82,2006,8
082 AUG 13 - AUG 19,Seine,Pink,43467,8/13/2006,82,2006,8
082 AUG 13 - AUG 19,Troll,Pink,15015,8/13/2006,82,2006,8
082 AUG 13 - AUG 19,Gillnet,Sockeye,518471,8/13/2006,82,2006,8
082 AUG 13 - AUG 19,Seine,Sockeye,1745929,8/13/2006,82,2006,8
082 AUG 13 - AUG 19,Troll,Sockeye,365367,8/13/2006,82,2006,8
082 AUG 13 - AUG 19,Gillnet,Steelhead,315,8/13/2006,82,2006,8
082 AUG 12 - AUG 18,Gillnet,Chinook,5517,8/12/2007,82,2007,8
082 AUG 12 - AUG 18,Troll,Chinook,86707,8/12/2007,82,2007,8
082 AUG 12 - AUG 18,Gillnet,Chum,85501,8/12/2007,82,2007,8
082 AUG 12 - AUG 18,Seine,Chum,14844,8/12/2007,82,2007,8
082 AUG 12 - AUG 18,Troll,Chum,218,8/12/2007,82,2007,8
082 AUG 12 - AUG 18,Gillnet,Coho,5320,8/12/2007,82,2007,8
082 AUG 12 - AUG 18,Seine,Coho,38543,8/12/2007,82,2007,8
082 AUG 12 - AUG 18,Troll,Coho,92298,8/12/2007,82,2007,8
082 AUG 12 - AUG 18,Gillnet,Pink,6699,8/12/2007,82,2007,8
082 AUG 12 - AUG 18,Seine,Pink,1566192,8/12/2007,82,2007,8
082 AUG 12 - AUG 18,Troll,Pink,15996,8/12/2007,82,2007,8
082 AUG 12 - AUG 18,Gillnet,Sockeye,10944,8/12/2007,82,2007,8
082 AUG 12 - AUG 18,Seine,Sockeye,37571,8/12/2007,82,2007,8
082 AUG 12 - AUG 18,Troll,Sockeye,938,8/12/2007,82,2007,8
082 AUG 12 - AUG 18,Gillnet,Steelhead,264,8/12/2007,82,2007,8
082 AUG 10 - AUG 16,Gillnet,Chinook,3582,8/10/2008,82,2008,8
082 AUG 10 - AUG 16,Seine,Chinook,23,8/10/2008,82,2008,8
082 AUG 10 - AUG 16,Troll,Chinook,48505,8/10/2008,82,2008,8
082 AUG 10 - AUG 16,Gillnet,Chum,19,8/10/2008,82,2008,8
082 AUG 10 - AUG 16,Troll,Chum,1485,8/10/2008,82,2008,8
082 AUG 10 - AUG 16,Gillnet,Coho,4650,8/10/2008,82,2008,8
082 AUG 10 - AUG 16,Troll,Coho,57205,8/10/2008,82,2008,8
082 AUG 10 - AUG 16,Gillnet,Pink,135,8/10/2008,82,2008,8
082 AUG 10 - AUG 16,Troll,Pink,5021,8/10/2008,82,2008,8
082 AUG 10 - AUG 16,Gillnet,Sockeye,7643,8/10/2008,82,2008,8
082 AUG 10 - AUG 16,Seine,Sockeye,3373,8/10/2008,82,2008,8
082 AUG 10 - AUG 16,Troll,Sockeye,17,8/10/2008,82,2008,8
082 AUG 10 - AUG 16,Gillnet,Steelhead,233,8/10/2008,82,2008,8
082 AUG 09 - AUG 15,Gillnet,Chinook,1762,8/9/2009,82,2009,8
082 AUG 09 - AUG 15,Troll,Chinook,57285,8/9/2009,82,2009,8
082 AUG 09 - AUG 15,Gillnet,Chum,155,8/9/2009,82,2009,8
082 AUG 09 - AUG 15,Troll,Chum,6,8/9/2009,82,2009,8
082 AUG 09 - AUG 15,Gillnet,Coho,3282,8/9/2009,82,2009,8
082 AUG 09 - AUG 15,Seine,Coho,1988,8/9/2009,82,2009,8
082 AUG 09 - AUG 15,Troll,Coho,100022,8/9/2009,82,2009,8
082 AUG 09 - AUG 15,Gillnet,Pink,3040,8/9/2009,82,2009,8
082 AUG 09 - AUG 15,Seine,Pink,2545246,8/9/2009,82,2009,8
082 AUG 09 - AUG 15,Troll,Pink,3311,8/9/2009,82,2009,8
082 AUG 09 - AUG 15,Gillnet,Sockeye,5384,8/9/2009,82,2009,8
082 AUG 09 - AUG 15,Seine,Sockeye,15556,8/9/2009,82,2009,8
082 AUG 08 - AUG 14,Gillnet,Chinook,2182,8/8/2010,82,2010,8
082 AUG 08 - AUG 14,Troll,Chinook,70164,8/8/2010,82,2010,8
082 AUG 08 - AUG 14,Gillnet,Chum,3085,8/8/2010,82,2010,8
082 AUG 08 - AUG 14,Seine,Chum,3396,8/8/2010,82,2010,8
082 AUG 08 - AUG 14,Troll,Chum,24,8/8/2010,82,2010,8
082 AUG 08 - AUG 14,Gillnet,Coho,4402,8/8/2010,82,2010,8
082 AUG 08 - AUG 14,Seine,Coho,58,8/8/2010,82,2010,8
082 AUG 08 - AUG 14,Troll,Coho,106594,8/8/2010,82,2010,8
082 AUG 08 - AUG 14,Gillnet,Pink,21078,8/8/2010,82,2010,8
082 AUG 08 - AUG 14,Seine,Pink,59993,8/8/2010,82,2010,8
082 AUG 08 - AUG 14,Troll,Pink,13414,8/8/2010,82,2010,8
082 AUG 08 - AUG 14,Gillnet,Sockeye,364688,8/8/2010,82,2010,8
082 AUG 08 - AUG 14,Seine,Sockeye,568183,8/8/2010,82,2010,8
082 AUG 08 - AUG 14,Troll,Sockeye,27195,8/8/2010,82,2010,8
082 AUG 07 - AUG 13,Gillnet,Chinook,52948,8/7/2011,82,2011,8
082 AUG 07 - AUG 13,Troll,Chinook,3635,8/7/2011,82,2011,8
082 AUG 07 - AUG 13,Gillnet,Chum,78558,8/7/2011,82,2011,8
082 AUG 07 - AUG 13,Troll,Chum,18,8/7/2011,82,2011,8
082 AUG 07 - AUG 13,Gillnet,Coho,12425,8/7/2011,82,2011,8
082 AUG 07 - AUG 13,Seine,Coho,21175,8/7/2011,82,2011,8
082 AUG 07 - AUG 13,Troll,Coho,83083,8/7/2011,82,2011,8
082 AUG 07 - AUG 13,Gillnet,Pink,118307,8/7/2011,82,2011,8
082 AUG 07 - AUG 13,Seine,Pink,311667,8/7/2011,82,2011,8
082 AUG 07 - AUG 13,Troll,Pink,24023,8/7/2011,82,2011,8
082 AUG 07 - AUG 13,Gillnet,Sockeye,457921,8/7/2011,82,2011,8
082 AUG 07 - AUG 13,Seine,Sockeye,68408,8/7/2011,82,2011,8
082 AUG 07 - AUG 13,Troll,Sockeye,5923,8/7/2011,82,2011,8
082 AUG 12 - AUG 18,Gillnet,Chinook,16826,8/12/2012,82,2012,8
082 AUG 12 - AUG 18,Troll,Chinook,15720,8/12/2012,82,2012,8
082 AUG 12 - AUG 18,Gillnet,Chum,84885,8/12/2012,82,2012,8
082 AUG 12 - AUG 18,Seine,Chum,39595,8/12/2012,82,2012,8
082 AUG 12 - AUG 18,Gillnet,Coho,6015,8/12/2012,82,2012,8
082 AUG 12 - AUG 18,Troll,Coho,44741,8/12/2012,82,2012,8
082 AUG 12 - AUG 18,Gillnet,Pink,1593,8/12/2012,82,2012,8
082 AUG 12 - AUG 18,Seine,Pink,30280,8/12/2012,82,2012,8
082 AUG 12 - AUG 18,Troll,Pink,5955,8/12/2012,82,2012,8
082 AUG 12 - AUG 18,Gillnet,Sockeye,13867,8/12/2012,82,2012,8
082 AUG 12 - AUG 18,Seine,Sockeye,3018,8/12/2012,82,2012,8
082 AUG 12 - AUG 18,Troll,Sockeye,131,8/12/2012,82,2012,8
083 AUG 18 - AUG 24,Gillnet,Chinook,2889,8/18/1996,83,1996,8
083 AUG 18 - AUG 24,Seine,Chinook,205,8/18/1996,83,1996,8
083 AUG 18 - AUG 24,Gillnet,Chum,75164,8/18/1996,83,1996,8
083 AUG 18 - AUG 24,Seine,Chum,41601,8/18/1996,83,1996,8
083 AUG 18 - AUG 24,Troll,Chum,12061,8/18/1996,83,1996,8
083 AUG 18 - AUG 24,Gillnet,Coho,6501,8/18/1996,83,1996,8
083 AUG 18 - AUG 24,Seine,Coho,8390,8/18/1996,83,1996,8
083 AUG 18 - AUG 24,Troll,Coho,386313,8/18/1996,83,1996,8
083 AUG 18 - AUG 24,Gillnet,Pink,10543,8/18/1996,83,1996,8
083 AUG 18 - AUG 24,Seine,Pink,62797,8/18/1996,83,1996,8
083 AUG 18 - AUG 24,Troll,Pink,135934,8/18/1996,83,1996,8
083 AUG 18 - AUG 24,Gillnet,Sockeye,18695,8/18/1996,83,1996,8
083 AUG 18 - AUG 24,Seine,Sockeye,2197,8/18/1996,83,1996,8
083 AUG 18 - AUG 24,Troll,Sockeye,8442,8/18/1996,83,1996,8
083 AUG 18 - AUG 24,Gillnet,Steelhead,31,8/18/1996,83,1996,8
083 AUG 18 - AUG 24,Troll,Steelhead,7,8/18/1996,83,1996,8
083 AUG 17 - AUG 23,Gillnet,Chinook,31916,8/17/1997,83,1997,8
083 AUG 17 - AUG 23,Seine,Chinook,778,8/17/1997,83,1997,8
083 AUG 17 - AUG 23,Troll,Chinook,32248,8/17/1997,83,1997,8
083 AUG 17 - AUG 23,Gillnet,Chum,143741,8/17/1997,83,1997,8
083 AUG 17 - AUG 23,Seine,Chum,93852,8/17/1997,83,1997,8
083 AUG 17 - AUG 23,Troll,Chum,9202,8/17/1997,83,1997,8
083 AUG 17 - AUG 23,Gillnet,Coho,6545,8/17/1997,83,1997,8
083 AUG 17 - AUG 23,Seine,Coho,14378,8/17/1997,83,1997,8
083 AUG 17 - AUG 23,Troll,Coho,46992,8/17/1997,83,1997,8
083 AUG 17 - AUG 23,Gillnet,Pink,59480,8/17/1997,83,1997,8
083 AUG 17 - AUG 23,Seine,Pink,757244,8/17/1997,83,1997,8
083 AUG 17 - AUG 23,Troll,Pink,299899,8/17/1997,83,1997,8
083 AUG 17 - AUG 23,Gillnet,Sockeye,907750,8/17/1997,83,1997,8
083 AUG 17 - AUG 23,Seine,Sockeye,1811134,8/17/1997,83,1997,8
083 AUG 17 - AUG 23,Troll,Sockeye,1230236,8/17/1997,83,1997,8
083 AUG 17 - AUG 23,Gillnet,Steelhead,136,8/17/1997,83,1997,8
083 AUG 17 - AUG 23,Seine,Steelhead,13,8/17/1997,83,1997,8
083 AUG 17 - AUG 23,Troll,Steelhead,7,8/17/1997,83,1997,8
083 AUG 16 - AUG 22,Gillnet,Chinook,22218,8/16/1998,83,1998,8
083 AUG 16 - AUG 22,Troll,Chinook,125552,8/16/1998,83,1998,8
083 AUG 16 - AUG 22,Gillnet,Chum,454885,8/16/1998,83,1998,8
083 AUG 16 - AUG 22,Seine,Chum,497019,8/16/1998,83,1998,8
083 AUG 16 - AUG 22,Troll,Chum,2231,8/16/1998,83,1998,8
083 AUG 16 - AUG 22,Gillnet,Coho,3266,8/16/1998,83,1998,8
083 AUG 16 - AUG 22,Gillnet,Pink,17090,8/16/1998,83,1998,8
083 AUG 16 - AUG 22,Seine,Pink,1047769,8/16/1998,83,1998,8
083 AUG 16 - AUG 22,Troll,Pink,4915,8/16/1998,83,1998,8
083 AUG 16 - AUG 22,Gillnet,Sockeye,403105,8/16/1998,83,1998,8
083 AUG 16 - AUG 22,Seine,Sockeye,21255,8/16/1998,83,1998,8
083 AUG 16 - AUG 22,Troll,Sockeye,46451,8/16/1998,83,1998,8
083 AUG 16 - AUG 22,Gillnet,Steelhead,377,8/16/1998,83,1998,8
083 AUG 15 - AUG 21,Gillnet,Chinook,3653,8/15/1999,83,1999,8
083 AUG 15 - AUG 21,Troll,Chinook,301008,8/15/1999,83,1999,8
083 AUG 15 - AUG 21,Gillnet,Chum,67492,8/15/1999,83,1999,8
083 AUG 15 - AUG 21,Seine,Chum,95150,8/15/1999,83,1999,8
083 AUG 15 - AUG 21,Troll,Chum,3220,8/15/1999,83,1999,8
083 AUG 15 - AUG 21,Gillnet,Coho,1643,8/15/1999,83,1999,8
083 AUG 15 - AUG 21,Gillnet,Pink,130784,8/15/1999,83,1999,8
083 AUG 15 - AUG 21,Seine,Pink,1703611,8/15/1999,83,1999,8
083 AUG 15 - AUG 21,Troll,Pink,204,8/15/1999,83,1999,8
083 AUG 15 - AUG 21,Gillnet,Sockeye,27907,8/15/1999,83,1999,8
083 AUG 15 - AUG 21,Seine,Sockeye,24853,8/15/1999,83,1999,8
083 AUG 15 - AUG 21,Troll,Sockeye,776,8/15/1999,83,1999,8
083 AUG 15 - AUG 21,Gillnet,Steelhead,9,8/15/1999,83,1999,8
083 AUG 13 - AUG 19,Gillnet,Chinook,3368,8/13/2000,83,2000,8
083 AUG 13 - AUG 19,Troll,Chinook,1725,8/13/2000,83,2000,8
083 AUG 13 - AUG 19,Gillnet,Chum,47016,8/13/2000,83,2000,8
083 AUG 13 - AUG 19,Seine,Chum,20931,8/13/2000,83,2000,8
083 AUG 13 - AUG 19,Troll,Chum,4783,8/13/2000,83,2000,8
083 AUG 13 - AUG 19,Gillnet,Coho,3393,8/13/2000,83,2000,8
083 AUG 13 - AUG 19,Seine,Coho,146,8/13/2000,83,2000,8
083 AUG 13 - AUG 19,Gillnet,Pink,91278,8/13/2000,83,2000,8
083 AUG 13 - AUG 19,Seine,Pink,1316643,8/13/2000,83,2000,8
083 AUG 13 - AUG 19,Troll,Pink,63909,8/13/2000,83,2000,8
083 AUG 13 - AUG 19,Gillnet,Sockeye,96094,8/13/2000,83,2000,8
083 AUG 13 - AUG 19,Seine,Sockeye,6652,8/13/2000,83,2000,8
083 AUG 13 - AUG 19,Troll,Sockeye,78034,8/13/2000,83,2000,8
083 AUG 13 - AUG 19,Gillnet,Steelhead,366,8/13/2000,83,2000,8
083 AUG 19 - AUG 25,Gillnet,Chinook,4890,8/19/2001,83,2001,8
083 AUG 19 - AUG 25,Gillnet,Chum,203241,8/19/2001,83,2001,8
083 AUG 19 - AUG 25,Seine,Chum,155702,8/19/2001,83,2001,8
083 AUG 19 - AUG 25,Troll,Chum,283,8/19/2001,83,2001,8
083 AUG 19 - AUG 25,Gillnet,Coho,1930,8/19/2001,83,2001,8
083 AUG 19 - AUG 25,Gillnet,Pink,56338,8/19/2001,83,2001,8
083 AUG 19 - AUG 25,Seine,Pink,1504240,8/19/2001,83,2001,8
083 AUG 19 - AUG 25,Troll,Pink,19948,8/19/2001,83,2001,8
083 AUG 19 - AUG 25,Gillnet,Sockeye,18462,8/19/2001,83,2001,8
