SPECIES_GROUP,SPECIES,GEAR,MONTH,VALUE,YEAR
SOLE,BRILL SOLE,MIDWATER TRAWL,Jan-03,4675,2003
SOLE,DOVER/SLIPPERY SOLE,MIDWATER TRAWL,Jan-03,17729,2003
SOLE,LEMON SOLE,MIDWATER TRAWL,Jan-03,236,2003
SOLE,MIXED SOLE,MIDWATER TRAWL,Jan-03,1,2003
SOLE,REX/WITCHES SOLE,MIDWATER TRAWL,Jan-03,426,2003
TURBOT,TURBOT,BOTTOM OTTER TRAWL,Jan-03,222959,2003
TURBOT,TURBOT,MIDWATER TRAWL,Jan-03,890,2003
DOGFISH,DOGFISH,BOTTOM OTTER TRAWL,Feb-03,25399,2003
DOGFISH,DOGFISH,LONGLINE,Feb-03,325327,2003
DOGFISH,DOGFISH,MIDWATER TRAWL,Feb-03,3465,2003
FLOUNDER,FLOUNDER,BOTTOM OTTER TRAWL,Feb-03,2306,2003
HAKE,HAKE,BOTTOM OTTER TRAWL,Feb-03,1288,2003
HAKE,HAKE,MIDWATER TRAWL,Feb-03,310072,2003
HERRING,BAIT HERRING,HERRING PURSE SEINE,Feb-03,29212,2003
HERRING,FOOD HERRING,HERRING PURSE SEINE,Feb-03,3629,2003
LINGCOD,LINGCOD,BOTTOM OTTER TRAWL,Feb-03,137240,2003
LINGCOD,LINGCOD,MIDWATER TRAWL,Feb-03,446,2003
OTHER FISH,OTHER FISH,BOTTOM OTTER TRAWL,Feb-03,6170,2003
OTHER FISH,OTHER FISH,LONGLINE,Feb-03,47,2003
OTHER FISH,OTHER FISH,MIDWATER TRAWL,Feb-03,405,2003
OTHER GROUNDFISH,IDIOT,BOTTOM OTTER TRAWL,Feb-03,28681,2003
OTHER GROUNDFISH,SHARK,BOTTOM OTTER TRAWL,Feb-03,54,2003
OTHER GROUNDFISH,UNSPECIFIED GROUNDFISH,BOTTOM OTTER TRAWL,Feb-03,216,2003
OTHER GROUNDFISH,IDIOT,LONGLINE,Feb-03,4141,2003
OTHER GROUNDFISH,UNSPECIFIED GROUNDFISH,LONGLINE,Feb-03,643,2003
PACIFIC COD,PACIFIC COD,BOTTOM OTTER TRAWL,Feb-03,46186,2003
PACIFIC COD,PACIFIC COD,LONGLINE,Feb-03,8,2003
PACIFIC COD,PACIFIC COD,MIDWATER TRAWL,Feb-03,230,2003
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,BOTTOM OTTER TRAWL,Feb-03,362103,2003
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,LONGLINE,Feb-03,59,2003
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,MIDWATER TRAWL,Feb-03,5,2003
POLLOCK,POLLOCK,BOTTOM OTTER TRAWL,Feb-03,15024,2003
POLLOCK,POLLOCK,MIDWATER TRAWL,Feb-03,1218201,2003
REDUCTION,REDUCTION,BOTTOM OTTER TRAWL,Feb-03,298,2003
REDUCTION,REDUCTION,MIDWATER TRAWL,Feb-03,42,2003
ROCKFISH,GREENIES,BOTTOM OTTER TRAWL,Feb-03,310599,2003
ROCKFISH,OTHER ROCKFISH,BOTTOM OTTER TRAWL,Feb-03,688550,2003
ROCKFISH,RED SNAPPER (YELLOWEYE),BOTTOM OTTER TRAWL,Feb-03,406,2003
ROCKFISH,REEDI (YELLOWMOUTH),BOTTOM OTTER TRAWL,Feb-03,182129,2003
ROCKFISH,SILVER PERCH,BOTTOM OTTER TRAWL,Feb-03,145,2003
ROCKFISH,GREENIES,LONGLINE,Feb-03,948,2003
ROCKFISH,OTHER ROCKFISH,LONGLINE,Feb-03,166523,2003
ROCKFISH,RED SNAPPER (YELLOWEYE),LONGLINE,Feb-03,10587,2003
ROCKFISH,REEDI (YELLOWMOUTH),LONGLINE,Feb-03,1614,2003
ROCKFISH,GREENIES,MIDWATER TRAWL,Feb-03,129672,2003
ROCKFISH,OTHER ROCKFISH,MIDWATER TRAWL,Feb-03,63318,2003
ROCKFISH,REEDI (YELLOWMOUTH),MIDWATER TRAWL,Feb-03,14314,2003
SABLEFISH,SABLEFISH,BOTTOM OTTER TRAWL,Feb-03,11798,2003
SABLEFISH,SABLEFISH,LONGLINE,Feb-03,68781,2003
SABLEFISH,SABLEFISH,TRAP,Feb-03,404307,2003
SALMON,CHINOOK,SALMON TROLL,Feb-03,6543,2003
SKATE,SKATE,BOTTOM OTTER TRAWL,Feb-03,122948,2003
SKATE,SKATE,LONGLINE,Feb-03,17168,2003
SKATE,SKATE,MIDWATER TRAWL,Feb-03,46,2003
SMELT,SMELT,BOTTOM OTTER TRAWL,Feb-03,11,2003
SOLE,BRILL SOLE,BOTTOM OTTER TRAWL,Feb-03,60576,2003
SOLE,BUTTER SOLE,BOTTOM OTTER TRAWL,Feb-03,434,2003
SOLE,DOVER/SLIPPERY SOLE,BOTTOM OTTER TRAWL,Feb-03,357529,2003
SOLE,LEMON SOLE,BOTTOM OTTER TRAWL,Feb-03,91376,2003
SOLE,MIXED SOLE,BOTTOM OTTER TRAWL,Feb-03,2306,2003
SOLE,REX/WITCHES SOLE,BOTTOM OTTER TRAWL,Feb-03,21795,2003
SOLE,ROCK SOLE,BOTTOM OTTER TRAWL,Feb-03,11106,2003
SOLE,MIXED SOLE,LONGLINE,Feb-03,7,2003
SOLE,ROCK SOLE,LONGLINE,Feb-03,89,2003
SOLE,LEMON SOLE,MIDWATER TRAWL,Feb-03,298,2003
SOLE,REX/WITCHES SOLE,MIDWATER TRAWL,Feb-03,6,2003
STURGEON,STURGEON,LONGLINE,Feb-03,49,2003
TURBOT,TURBOT,BOTTOM OTTER TRAWL,Feb-03,423595,2003
TURBOT,TURBOT,MIDWATER TRAWL,Feb-03,2,2003
DOGFISH,DOGFISH,BOTTOM OTTER TRAWL,Mar-03,15976,2003
DOGFISH,DOGFISH,LONGLINE,Mar-03,184316,2003
DOGFISH,DOGFISH,MIDWATER TRAWL,Mar-03,7253,2003
FLOUNDER,FLOUNDER,BOTTOM OTTER TRAWL,Mar-03,1637,2003
FLOUNDER,FLOUNDER,MIDWATER TRAWL,Mar-03,2,2003
HAKE,HAKE,BOTTOM OTTER TRAWL,Mar-03,152799,2003
HAKE,HAKE,MIDWATER TRAWL,Mar-03,3908551,2003
HALIBUT,HALIBUT,LONGLINE,Mar-03,982997,2003
HERRING,UNSPECIFIED HERRING,BOTTOM OTTER TRAWL,Mar-03,138,2003
HERRING,ROE HERRING,HERRING DRIFT NET,Mar-03,10260034,2003
HERRING,ROE HERRING,HERRING PURSE SEINE,Mar-03,16747203,2003
HERRING,SPAWN ON KELP,OTHER GEAR,Mar-03,28566,2003
LINGCOD,LINGCOD,BOTTOM OTTER TRAWL,Mar-03,37137,2003
LINGCOD,LINGCOD,MIDWATER TRAWL,Mar-03,1614,2003
OTHER FISH,OTHER FISH,BOTTOM OTTER TRAWL,Mar-03,7099,2003
OTHER FISH,OTHER FISH,LONGLINE,Mar-03,3,2003
OTHER GROUNDFISH,IDIOT,BOTTOM OTTER TRAWL,Mar-03,30063,2003
OTHER GROUNDFISH,SHARK,BOTTOM OTTER TRAWL,Mar-03,85,2003
OTHER GROUNDFISH,UNSPECIFIED GROUNDFISH,BOTTOM OTTER TRAWL,Mar-03,453,2003
OTHER GROUNDFISH,IDIOT,LONGLINE,Mar-03,5989,2003
OTHER GROUNDFISH,UNSPECIFIED GROUNDFISH,LONGLINE,Mar-03,73,2003
OTHER GROUNDFISH,IDIOT,MIDWATER TRAWL,Mar-03,821,2003
PACIFIC COD,PACIFIC COD,BOTTOM OTTER TRAWL,Mar-03,36523,2003
PACIFIC COD,PACIFIC COD,LONGLINE,Mar-03,23,2003
PACIFIC COD,PACIFIC COD,MIDWATER TRAWL,Mar-03,974,2003
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,BOTTOM OTTER TRAWL,Mar-03,328821,2003
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,LONGLINE,Mar-03,68,2003
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,MIDWATER TRAWL,Mar-03,12981,2003
POLLOCK,POLLOCK,BOTTOM OTTER TRAWL,Mar-03,96557,2003
POLLOCK,POLLOCK,MIDWATER TRAWL,Mar-03,330787,2003
REDUCTION,REDUCTION,BOTTOM OTTER TRAWL,Mar-03,152,2003
ROCKFISH,GREENIES,BOTTOM OTTER TRAWL,Mar-03,125558,2003
ROCKFISH,OTHER ROCKFISH,BOTTOM OTTER TRAWL,Mar-03,382885,2003
ROCKFISH,RED SNAPPER (YELLOWEYE),BOTTOM OTTER TRAWL,Mar-03,1078,2003
ROCKFISH,REEDI (YELLOWMOUTH),BOTTOM OTTER TRAWL,Mar-03,83294,2003
ROCKFISH,SILVER PERCH,BOTTOM OTTER TRAWL,Mar-03,67,2003
ROCKFISH,GREENIES,LONGLINE,Mar-03,42,2003
ROCKFISH,OTHER ROCKFISH,LONGLINE,Mar-03,40623,2003
ROCKFISH,RED SNAPPER (YELLOWEYE),LONGLINE,Mar-03,2637,2003
ROCKFISH,REEDI (YELLOWMOUTH),LONGLINE,Mar-03,1820,2003
ROCKFISH,GREENIES,MIDWATER TRAWL,Mar-03,142310,2003
ROCKFISH,OTHER ROCKFISH,MIDWATER TRAWL,Mar-03,254274,2003
ROCKFISH,RED SNAPPER (YELLOWEYE),MIDWATER TRAWL,Mar-03,2,2003
ROCKFISH,REEDI (YELLOWMOUTH),MIDWATER TRAWL,Mar-03,23831,2003
SABLEFISH,SABLEFISH,BOTTOM OTTER TRAWL,Mar-03,6020,2003
SABLEFISH,SABLEFISH,LONGLINE,Mar-03,2910,2003
SABLEFISH,SABLEFISH,MIDWATER TRAWL,Mar-03,37,2003
SALMON,SOCKEYE,SALMON GILLNET,Mar-03,1124,2003
SALMON,CHINOOK,SALMON TROLL,Mar-03,12081,2003
SKATE,SKATE,BOTTOM OTTER TRAWL,Mar-03,45147,2003
SKATE,SKATE,LONGLINE,Mar-03,31067,2003
SKATE,SKATE,MIDWATER TRAWL,Mar-03,349,2003
SOLE,BRILL SOLE,BOTTOM OTTER TRAWL,Mar-03,16943,2003
SOLE,BUTTER SOLE,BOTTOM OTTER TRAWL,Mar-03,290,2003
SOLE,DOVER/SLIPPERY SOLE,BOTTOM OTTER TRAWL,Mar-03,168001,2003
SOLE,LEMON SOLE,BOTTOM OTTER TRAWL,Mar-03,54788,2003
SOLE,MIXED SOLE,BOTTOM OTTER TRAWL,Mar-03,834,2003
SOLE,REX/WITCHES SOLE,BOTTOM OTTER TRAWL,Mar-03,14195,2003
SOLE,ROCK SOLE,BOTTOM OTTER TRAWL,Mar-03,7869,2003
SOLE,BRILL SOLE,LONGLINE,Mar-03,95,2003
SOLE,DOVER/SLIPPERY SOLE,LONGLINE,Mar-03,4,2003
SOLE,ROCK SOLE,LONGLINE,Mar-03,1,2003
SOLE,BRILL SOLE,MIDWATER TRAWL,Mar-03,708,2003
SOLE,DOVER/SLIPPERY SOLE,MIDWATER TRAWL,Mar-03,4287,2003
SOLE,LEMON SOLE,MIDWATER TRAWL,Mar-03,156,2003
SOLE,REX/WITCHES SOLE,MIDWATER TRAWL,Mar-03,124,2003
SOLE,ROCK SOLE,MIDWATER TRAWL,Mar-03,158,2003
TURBOT,TURBOT,BOTTOM OTTER TRAWL,Mar-03,95577,2003
TURBOT,TURBOT,LONGLINE,Mar-03,242,2003
TURBOT,TURBOT,MIDWATER TRAWL,Mar-03,4537,2003
DOGFISH,DOGFISH,BOTTOM OTTER TRAWL,Apr-03,3333,2003
DOGFISH,DOGFISH,LONGLINE,Apr-03,154834,2003
DOGFISH,DOGFISH,MIDWATER TRAWL,Apr-03,840,2003
EULACHON,EULACHON,SET NET,Apr-03,506,2003
FLOUNDER,FLOUNDER,BOTTOM OTTER TRAWL,Apr-03,2134,2003
HAKE,HAKE,BOTTOM OTTER TRAWL,Apr-03,126257,2003
HAKE,HAKE,MIDWATER TRAWL,Apr-03,2368085,2003
HALIBUT,HALIBUT,LONGLINE,Apr-03,1017029,2003
HERRING,UNSPECIFIED HERRING,BOTTOM OTTER TRAWL,Apr-03,25,2003
HERRING,ROE HERRING,HERRING DRIFT NET,Apr-03,1619246,2003
HERRING,BAIT HERRING,HERRING PURSE SEINE,Apr-03,1066,2003
HERRING,ROE HERRING,HERRING PURSE SEINE,Apr-03,167362,2003
HERRING,UNSPECIFIED HERRING,MIDWATER TRAWL,Apr-03,59,2003
HERRING,SPAWN ON KELP,OTHER GEAR,Apr-03,389212,2003
LINGCOD,LINGCOD,BOTTOM OTTER TRAWL,Apr-03,66951,2003
LINGCOD,LINGCOD,LONGLINE,Apr-03,242953,2003
LINGCOD,LINGCOD,MIDWATER TRAWL,Apr-03,803,2003
LINGCOD,LINGCOD,SALMON FREEZER TROLL,Apr-03,709,2003
LINGCOD,LINGCOD,SALMON TROLL,Apr-03,14282,2003
OTHER FISH,OTHER FISH,BOTTOM OTTER TRAWL,Apr-03,4992,2003
OTHER FISH,OTHER FISH,LONGLINE,Apr-03,6,2003
OTHER GROUNDFISH,IDIOT,BOTTOM OTTER TRAWL,Apr-03,43248,2003
OTHER GROUNDFISH,SHARK,BOTTOM OTTER TRAWL,Apr-03,85,2003
OTHER GROUNDFISH,UNSPECIFIED GROUNDFISH,BOTTOM OTTER TRAWL,Apr-03,303,2003
OTHER GROUNDFISH,IDIOT,LONGLINE,Apr-03,13296,2003
OTHER GROUNDFISH,UNSPECIFIED GROUNDFISH,LONGLINE,Apr-03,704,2003
OTHER GROUNDFISH,IDIOT,MIDWATER TRAWL,Apr-03,113,2003
PACIFIC COD,PACIFIC COD,BOTTOM OTTER TRAWL,Apr-03,82098,2003
PACIFIC COD,PACIFIC COD,LONGLINE,Apr-03,98,2003
PACIFIC COD,PACIFIC COD,MIDWATER TRAWL,Apr-03,597,2003
PACIFIC COD,PACIFIC COD,SALMON TROLL,Apr-03,3,2003
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,BOTTOM OTTER TRAWL,Apr-03,551840,2003
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,LONGLINE,Apr-03,177,2003
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,MIDWATER TRAWL,Apr-03,35262,2003
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,SALMON TROLL,Apr-03,1,2003
POLLOCK,POLLOCK,BOTTOM OTTER TRAWL,Apr-03,20120,2003
POLLOCK,POLLOCK,MIDWATER TRAWL,Apr-03,19146,2003
REDUCTION,REDUCTION,BOTTOM OTTER TRAWL,Apr-03,846,2003
REDUCTION,REDUCTION,LONGLINE,Apr-03,101,2003
REDUCTION,REDUCTION,MIDWATER TRAWL,Apr-03,33,2003
ROCKFISH,GREENIES,BOTTOM OTTER TRAWL,Apr-03,321145,2003
ROCKFISH,OTHER ROCKFISH,BOTTOM OTTER TRAWL,Apr-03,502046,2003
ROCKFISH,RED SNAPPER (YELLOWEYE),BOTTOM OTTER TRAWL,Apr-03,1231,2003
ROCKFISH,REEDI (YELLOWMOUTH),BOTTOM OTTER TRAWL,Apr-03,185201,2003
ROCKFISH,SILVER PERCH,BOTTOM OTTER TRAWL,Apr-03,103,2003
ROCKFISH,GREENIES,LONGLINE,Apr-03,1158,2003
ROCKFISH,OTHER ROCKFISH,LONGLINE,Apr-03,195493,2003
ROCKFISH,RED SNAPPER (YELLOWEYE),LONGLINE,Apr-03,29080,2003
ROCKFISH,REEDI (YELLOWMOUTH),LONGLINE,Apr-03,7433,2003
ROCKFISH,GREENIES,MIDWATER TRAWL,Apr-03,226202,2003
ROCKFISH,OTHER ROCKFISH,MIDWATER TRAWL,Apr-03,383548,2003
ROCKFISH,REEDI (YELLOWMOUTH),MIDWATER TRAWL,Apr-03,25652,2003
ROCKFISH,GREENIES,SALMON FREEZER TROLL,Apr-03,13,2003
ROCKFISH,OTHER ROCKFISH,SALMON FREEZER TROLL,Apr-03,22,2003
ROCKFISH,GREENIES,SALMON TROLL,Apr-03,728,2003
ROCKFISH,OTHER ROCKFISH,SALMON TROLL,Apr-03,1240,2003
ROCKFISH,RED SNAPPER (YELLOWEYE),SALMON TROLL,Apr-03,36,2003
SABLEFISH,SABLEFISH,BOTTOM OTTER TRAWL,Apr-03,15543,2003
SABLEFISH,SABLEFISH,LONGLINE,Apr-03,23761,2003
SABLEFISH,SABLEFISH,MIDWATER TRAWL,Apr-03,8,2003
SALMON,CHINOOK,SALMON GILLNET,Apr-03,1102,2003
SALMON,CHINOOK,SALMON TROLL,Apr-03,253847,2003
SALMON,CHUM,SALMON TROLL,Apr-03,2423,2003
SALMON,PINK,SALMON TROLL,Apr-03,48,2003
SKATE,SKATE,BOTTOM OTTER TRAWL,Apr-03,57620,2003
SKATE,SKATE,LONGLINE,Apr-03,101587,2003
SKATE,SKATE,MIDWATER TRAWL,Apr-03,4092,2003
SOLE,BRILL SOLE,BOTTOM OTTER TRAWL,Apr-03,74007,2003
SOLE,BUTTER SOLE,BOTTOM OTTER TRAWL,Apr-03,183,2003
SOLE,DOVER/SLIPPERY SOLE,BOTTOM OTTER TRAWL,Apr-03,369954,2003
SOLE,LEMON SOLE,BOTTOM OTTER TRAWL,Apr-03,96253,2003
SOLE,MIXED SOLE,BOTTOM OTTER TRAWL,Apr-03,4766,2003
SOLE,REX/WITCHES SOLE,BOTTOM OTTER TRAWL,Apr-03,32833,2003
SOLE,ROCK SOLE,BOTTOM OTTER TRAWL,Apr-03,28490,2003
SOLE,BRILL SOLE,LONGLINE,Apr-03,55,2003
SOLE,MIXED SOLE,LONGLINE,Apr-03,1,2003
SOLE,ROCK SOLE,LONGLINE,Apr-03,22,2003
SOLE,BRILL SOLE,MIDWATER TRAWL,Apr-03,69,2003
SOLE,DOVER/SLIPPERY SOLE,MIDWATER TRAWL,Apr-03,896,2003
SOLE,LEMON SOLE,MIDWATER TRAWL,Apr-03,7271,2003
SOLE,REX/WITCHES SOLE,MIDWATER TRAWL,Apr-03,349,2003
SOLE,ROCK SOLE,MIDWATER TRAWL,Apr-03,713,2003
TURBOT,TURBOT,BOTTOM OTTER TRAWL,Apr-03,517109,2003
TURBOT,TURBOT,LONGLINE,Apr-03,806,2003
DOGFISH,DOGFISH,BOTTOM OTTER TRAWL,May-03,28450,2003
DOGFISH,DOGFISH,LONGLINE,May-03,265743,2003
DOGFISH,DOGFISH,MIDWATER TRAWL,May-03,724,2003
EULACHON,EULACHON,BOTTOM OTTER TRAWL,May-03,5,2003
FLOUNDER,FLOUNDER,BOTTOM OTTER TRAWL,May-03,2306,2003
HAKE,HAKE,BOTTOM OTTER TRAWL,May-03,551,2003
HAKE,HAKE,MIDWATER TRAWL,May-03,245421,2003
HALIBUT,HALIBUT,LONGLINE,May-03,513546,2003
HERRING,BAIT HERRING,HERRING PURSE SEINE,May-03,2216,2003
LINGCOD,LINGCOD,BOTTOM OTTER TRAWL,May-03,78599,2003
LINGCOD,LINGCOD,LONGLINE,May-03,285375,2003
LINGCOD,LINGCOD,MIDWATER TRAWL,May-03,1554,2003
LINGCOD,LINGCOD,SALMON FREEZER TROLL,May-03,13579,2003
LINGCOD,LINGCOD,SALMON TROLL,May-03,10790,2003
OTHER FISH,OTHER FISH,BOTTOM OTTER TRAWL,May-03,1351,2003
OTHER FISH,OTHER FISH,LONGLINE,May-03,62,2003
OTHER GROUNDFISH,IDIOT,BOTTOM OTTER TRAWL,May-03,62889,2003
OTHER GROUNDFISH,UNSPECIFIED GROUNDFISH,BOTTOM OTTER TRAWL,May-03,33,2003
OTHER GROUNDFISH,IDIOT,LONGLINE,May-03,6824,2003
OTHER GROUNDFISH,UNSPECIFIED GROUNDFISH,LONGLINE,May-03,480,2003
OTHER GROUNDFISH,IDIOT,MIDWATER TRAWL,May-03,36,2003
OTHER GROUNDFISH,IDIOT,TRAP,May-03,5,2003
PACIFIC COD,PACIFIC COD,BOTTOM OTTER TRAWL,May-03,94966,2003
PACIFIC COD,PACIFIC COD,LONGLINE,May-03,261,2003
PACIFIC COD,PACIFIC COD,MIDWATER TRAWL,May-03,725,2003
PACIFIC COD,PACIFIC COD,SALMON FREEZER TROLL,May-03,2,2003
PACIFIC COD,PACIFIC COD,SALMON TROLL,May-03,1,2003
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,BOTTOM OTTER TRAWL,May-03,498787,2003
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,LONGLINE,May-03,57,2003
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,MIDWATER TRAWL,May-03,9170,2003
POLLOCK,POLLOCK,BOTTOM OTTER TRAWL,May-03,10775,2003
REDUCTION,REDUCTION,BOTTOM OTTER TRAWL,May-03,519,2003
REDUCTION,REDUCTION,LONGLINE,May-03,1516,2003
ROCKFISH,GREENIES,BOTTOM OTTER TRAWL,May-03,290662,2003
ROCKFISH,OTHER ROCKFISH,BOTTOM OTTER TRAWL,May-03,405986,2003
ROCKFISH,RED SNAPPER (YELLOWEYE),BOTTOM OTTER TRAWL,May-03,445,2003
ROCKFISH,REEDI (YELLOWMOUTH),BOTTOM OTTER TRAWL,May-03,139742,2003
ROCKFISH,SILVER PERCH,BOTTOM OTTER TRAWL,May-03,12,2003
ROCKFISH,GREENIES,LONGLINE,May-03,1147,2003
ROCKFISH,OTHER ROCKFISH,LONGLINE,May-03,219992,2003
ROCKFISH,RED SNAPPER (YELLOWEYE),LONGLINE,May-03,37102,2003
ROCKFISH,REEDI (YELLOWMOUTH),LONGLINE,May-03,3721,2003
ROCKFISH,GREENIES,MIDWATER TRAWL,May-03,82798,2003
ROCKFISH,OTHER ROCKFISH,MIDWATER TRAWL,May-03,72438,2003
ROCKFISH,RED SNAPPER (YELLOWEYE),MIDWATER TRAWL,May-03,32,2003
ROCKFISH,REEDI (YELLOWMOUTH),MIDWATER TRAWL,May-03,17879,2003
ROCKFISH,GREENIES,SALMON FREEZER TROLL,May-03,588,2003
ROCKFISH,OTHER ROCKFISH,SALMON FREEZER TROLL,May-03,1408,2003
ROCKFISH,GREENIES,SALMON TROLL,May-03,2176,2003
ROCKFISH,OTHER ROCKFISH,SALMON TROLL,May-03,3360,2003
ROCKFISH,RED SNAPPER (YELLOWEYE),SALMON TROLL,May-03,9,2003
ROCKFISH,OTHER ROCKFISH,TRAP,May-03,2693,2003
SABLEFISH,SABLEFISH,BOTTOM OTTER TRAWL,May-03,24460,2003
SABLEFISH,SABLEFISH,LONGLINE,May-03,21651,2003
SABLEFISH,SABLEFISH,MIDWATER TRAWL,May-03,155,2003
SABLEFISH,SABLEFISH,TRAP,May-03,22040,2003
SALMON,CHINOOK,SALMON GILLNET,May-03,10480,2003
SALMON,CHINOOK,SALMON TROLL,May-03,507297,2003
SALMON,CHUM,SALMON TROLL,May-03,4924,2003
SALMON,PINK,SALMON TROLL,May-03,48,2003
SKATE,SKATE,BOTTOM OTTER TRAWL,May-03,94025,2003
SKATE,SKATE,LONGLINE,May-03,79939,2003
SKATE,SKATE,MIDWATER TRAWL,May-03,3010,2003
SOLE,BRILL SOLE,BOTTOM OTTER TRAWL,May-03,30165,2003
SOLE,BUTTER SOLE,BOTTOM OTTER TRAWL,May-03,777,2003
SOLE,DOVER/SLIPPERY SOLE,BOTTOM OTTER TRAWL,May-03,219387,2003
SOLE,LEMON SOLE,BOTTOM OTTER TRAWL,May-03,78253,2003
SOLE,MIXED SOLE,BOTTOM OTTER TRAWL,May-03,23062,2003
SOLE,REX/WITCHES SOLE,BOTTOM OTTER TRAWL,May-03,52180,2003
SOLE,ROCK SOLE,BOTTOM OTTER TRAWL,May-03,203888,2003
SOLE,BRILL SOLE,LONGLINE,May-03,15,2003
SOLE,DOVER/SLIPPERY SOLE,LONGLINE,May-03,3,2003
SOLE,LEMON SOLE,LONGLINE,May-03,3,2003
SOLE,ROCK SOLE,LONGLINE,May-03,15,2003
SOLE,BRILL SOLE,MIDWATER TRAWL,May-03,619,2003
SOLE,DOVER/SLIPPERY SOLE,MIDWATER TRAWL,May-03,1217,2003
SOLE,LEMON SOLE,MIDWATER TRAWL,May-03,3506,2003
SOLE,MIXED SOLE,MIDWATER TRAWL,May-03,2536,2003
SOLE,REX/WITCHES SOLE,MIDWATER TRAWL,May-03,1317,2003
SOLE,ROCK SOLE,MIDWATER TRAWL,May-03,31450,2003
TURBOT,TURBOT,BOTTOM OTTER TRAWL,May-03,937336,2003
TURBOT,TURBOT,LONGLINE,May-03,475,2003
TURBOT,TURBOT,MIDWATER TRAWL,May-03,63637,2003
DOGFISH,DOGFISH,BOTTOM OTTER TRAWL,Jun-03,162942,2003
DOGFISH,DOGFISH,LONGLINE,Jun-03,630041,2003
DOGFISH,DOGFISH,MIDWATER TRAWL,Jun-03,17385,2003
FLOUNDER,FLOUNDER,BOTTOM OTTER TRAWL,Jun-03,1994,2003
HAKE,HAKE,BOTTOM OTTER TRAWL,Jun-03,1261213,2003
HAKE,HAKE,MIDWATER TRAWL,Jun-03,10011066,2003
HALIBUT,HALIBUT,LONGLINE,Jun-03,524504,2003
HERRING,UNSPECIFIED HERRING,BOTTOM OTTER TRAWL,Jun-03,466,2003
HERRING,BAIT HERRING,DIP NET,Jun-03,272,2003
HERRING,BAIT HERRING,HERRING PURSE SEINE,Jun-03,4703,2003
HERRING,SPAWN ON KELP,OTHER GEAR,Jun-03,7307,2003
LINGCOD,LINGCOD,BOTTOM OTTER TRAWL,Jun-03,157333,2003
LINGCOD,LINGCOD,LONGLINE,Jun-03,194773,2003
LINGCOD,LINGCOD,MIDWATER TRAWL,Jun-03,1911,2003
LINGCOD,LINGCOD,SALMON FREEZER TROLL,Jun-03,432,2003
LINGCOD,LINGCOD,SALMON TROLL,Jun-03,2788,2003
OTHER FISH,OTHER FISH,BOTTOM OTTER TRAWL,Jun-03,3000,2003
OTHER GROUNDFISH,IDIOT,BOTTOM OTTER TRAWL,Jun-03,100782,2003
OTHER GROUNDFISH,UNSPECIFIED GROUNDFISH,BOTTOM OTTER TRAWL,Jun-03,42,2003
OTHER GROUNDFISH,IDIOT,LONGLINE,Jun-03,4959,2003
OTHER GROUNDFISH,UNSPECIFIED GROUNDFISH,LONGLINE,Jun-03,837,2003
OTHER GROUNDFISH,IDIOT,TRAP,Jun-03,145,2003
PACIFIC COD,PACIFIC COD,BOTTOM OTTER TRAWL,Jun-03,55532,2003
PACIFIC COD,PACIFIC COD,LONGLINE,Jun-03,239,2003
PACIFIC COD,PACIFIC COD,MIDWATER TRAWL,Jun-03,2017,2003
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,BOTTOM OTTER TRAWL,Jun-03,853844,2003
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,LONGLINE,Jun-03,10,2003
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,MIDWATER TRAWL,Jun-03,9069,2003
POLLOCK,POLLOCK,BOTTOM OTTER TRAWL,Jun-03,456974,2003
POLLOCK,POLLOCK,MIDWATER TRAWL,Jun-03,81455,2003
REDUCTION,REDUCTION,BOTTOM OTTER TRAWL,Jun-03,2488,2003
REDUCTION,REDUCTION,LONGLINE,Jun-03,8959,2003
REDUCTION,REDUCTION,MIDWATER TRAWL,Jun-03,125,2003
ROCKFISH,GREENIES,BOTTOM OTTER TRAWL,Jun-03,147128,2003
ROCKFISH,OTHER ROCKFISH,BOTTOM OTTER TRAWL,Jun-03,474486,2003
ROCKFISH,RED SNAPPER (YELLOWEYE),BOTTOM OTTER TRAWL,Jun-03,342,2003
ROCKFISH,REEDI (YELLOWMOUTH),BOTTOM OTTER TRAWL,Jun-03,268995,2003
ROCKFISH,GREENIES,LONGLINE,Jun-03,961,2003
ROCKFISH,OTHER ROCKFISH,LONGLINE,Jun-03,85573,2003
ROCKFISH,RED SNAPPER (YELLOWEYE),LONGLINE,Jun-03,22718,2003
