WEEK,GEAR,SPECIES,VALUE,WEEKSTART,DFOWEEKNUM,YEAR,MONTH,
083 AUG 16 - AUG 22,Seine,Pink,762271,8/16/1998,83,1998,8,
083 AUG 15 - AUG 21,Seine,Pink,1014061,8/15/1999,83,1999,8,
083 AUG 13 - AUG 19,Seine,Pink,870801,8/13/2000,83,2000,8,
083 AUG 19 - AUG 25,Seine,Pink,563762,8/19/2001,83,2001,8,
083 AUG 18 - AUG 24,Seine,Pink,301388,8/18/2002,83,2002,8,
083 AUG 17 - AUG 23,Seine,Pink,160976,8/17/2003,83,2003,8,
083 AUG 15 - AUG 21,Seine,Pink,81961,8/15/2004,83,2004,8,
083 AUG 14 - AUG 20,Seine,Pink,173447,8/14/2005,83,2005,8,
083 AUG 20 - AUG 26,Seine,Pink,17803,8/20/2006,83,2006,8,
083 AUG 19 - AUG 25,Seine,Pink,457078,8/19/2007,83,2007,8,
083 AUG 17 - AUG 23,Seine,Pink,4,8/17/2008,83,2008,8,
083 AUG 16 - AUG 22,Seine,Pink,540715,8/16/2009,83,2009,8,
083 AUG 15 - AUG 21,Seine,Pink,7154,8/15/2010,83,2010,8,
083 AUG 14 - AUG 20,Seine,Pink,259938,8/14/2011,83,2011,8,
083 AUG 19 - AUG 25,Seine,Pink,213947,8/19/2012,83,2012,8,
083 AUG 18 - AUG 24,Troll,Pink,125217,8/18/1996,83,1996,8,
083 AUG 17 - AUG 23,Troll,Pink,229469,8/17/1997,83,1997,8,
083 AUG 16 - AUG 22,Troll,Pink,4609,8/16/1998,83,1998,8,
083 AUG 15 - AUG 21,Troll,Pink,100,8/15/1999,83,1999,8,
083 AUG 13 - AUG 19,Troll,Pink,90467,8/13/2000,83,2000,8,
083 AUG 19 - AUG 25,Troll,Pink,27638,8/19/2001,83,2001,8,
083 AUG 18 - AUG 24,Troll,Pink,8494,8/18/2002,83,2002,8,
083 AUG 17 - AUG 23,Troll,Pink,4428,8/17/2003,83,2003,8,
083 AUG 15 - AUG 21,Troll,Pink,7870,8/15/2004,83,2004,8,
083 AUG 14 - AUG 20,Troll,Pink,5621,8/14/2005,83,2005,8,
083 AUG 20 - AUG 26,Troll,Pink,6850,8/20/2006,83,2006,8,
083 AUG 19 - AUG 25,Troll,Pink,6192,8/19/2007,83,2007,8,
083 AUG 17 - AUG 23,Troll,Pink,4965,8/17/2008,83,2008,8,
083 AUG 16 - AUG 22,Troll,Pink,5034,8/16/2009,83,2009,8,
083 AUG 15 - AUG 21,Troll,Pink,6980,8/15/2010,83,2010,8,
083 AUG 14 - AUG 20,Troll,Pink,34223,8/14/2011,83,2011,8,
083 AUG 19 - AUG 25,Troll,Pink,5878,8/19/2012,83,2012,8,
083 AUG 18 - AUG 24,Gillnet,Sockeye,101970,8/18/1996,83,1996,8,
083 AUG 17 - AUG 23,Gillnet,Sockeye,2922115,8/17/1997,83,1997,8,
083 AUG 16 - AUG 22,Gillnet,Sockeye,2313355,8/16/1998,83,1998,8,
083 AUG 15 - AUG 21,Gillnet,Sockeye,202659,8/15/1999,83,1999,8,
083 AUG 13 - AUG 19,Gillnet,Sockeye,450656,8/13/2000,83,2000,8,
083 AUG 19 - AUG 25,Gillnet,Sockeye,61672,8/19/2001,83,2001,8,
083 AUG 18 - AUG 24,Gillnet,Sockeye,65630,8/18/2002,83,2002,8,
083 AUG 17 - AUG 23,Gillnet,Sockeye,60185,8/17/2003,83,2003,8,
083 AUG 15 - AUG 21,Gillnet,Sockeye,45127,8/15/2004,83,2004,8,
083 AUG 14 - AUG 20,Gillnet,Sockeye,39668,8/14/2005,83,2005,8,
083 AUG 20 - AUG 26,Gillnet,Sockeye,2087345,8/20/2006,83,2006,8,
083 AUG 19 - AUG 25,Gillnet,Sockeye,14287,8/19/2007,83,2007,8,
083 AUG 17 - AUG 23,Gillnet,Sockeye,23372,8/17/2008,83,2008,8,
083 AUG 16 - AUG 22,Gillnet,Sockeye,21321,8/16/2009,83,2009,8,
083 AUG 15 - AUG 21,Gillnet,Sockeye,2196507,8/15/2010,83,2010,8,
083 AUG 14 - AUG 20,Gillnet,Sockeye,643641,8/14/2011,83,2011,8,
083 AUG 19 - AUG 25,Gillnet,Sockeye,18785,8/19/2012,83,2012,8,
083 AUG 18 - AUG 24,Seine,Sockeye,10949,8/18/1996,83,1996,8,
083 AUG 17 - AUG 23,Seine,Sockeye,6035768,8/17/1997,83,1997,8,
083 AUG 16 - AUG 22,Seine,Sockeye,128862,8/16/1998,83,1998,8,
083 AUG 15 - AUG 21,Seine,Sockeye,178616,8/15/1999,83,1999,8,
083 AUG 13 - AUG 19,Seine,Sockeye,29764,8/13/2000,83,2000,8,
083 AUG 19 - AUG 25,Seine,Sockeye,24257,8/19/2001,83,2001,8,
083 AUG 18 - AUG 24,Seine,Sockeye,53603,8/18/2002,83,2002,8,
083 AUG 17 - AUG 23,Seine,Sockeye,123998,8/17/2003,83,2003,8,
083 AUG 15 - AUG 21,Seine,Sockeye,61222,8/15/2004,83,2004,8,
083 AUG 14 - AUG 20,Seine,Sockeye,117530,8/14/2005,83,2005,8,
083 AUG 20 - AUG 26,Seine,Sockeye,6998927,8/20/2006,83,2006,8,
083 AUG 19 - AUG 25,Seine,Sockeye,37153,8/19/2007,83,2007,8,
083 AUG 17 - AUG 23,Seine,Sockeye,19103,8/17/2008,83,2008,8,
083 AUG 16 - AUG 22,Seine,Sockeye,22320,8/16/2009,83,2009,8,
083 AUG 15 - AUG 21,Seine,Sockeye,4011301,8/15/2010,83,2010,8,
083 AUG 14 - AUG 20,Seine,Sockeye,266420,8/14/2011,83,2011,8,
083 AUG 18 - AUG 24,Troll,Sockeye,58554,8/18/1996,83,1996,8,
083 AUG 17 - AUG 23,Troll,Sockeye,5456450,8/17/1997,83,1997,8,
083 AUG 16 - AUG 22,Troll,Sockeye,394670,8/16/1998,83,1998,8,
083 AUG 15 - AUG 21,Troll,Sockeye,5387,8/15/1999,83,1999,8,
083 AUG 13 - AUG 19,Troll,Sockeye,505492,8/13/2000,83,2000,8,
083 AUG 19 - AUG 25,Troll,Sockeye,6790,8/19/2001,83,2001,8,
083 AUG 18 - AUG 24,Troll,Sockeye,125487,8/18/2002,83,2002,8,
083 AUG 17 - AUG 23,Troll,Sockeye,9172,8/17/2003,83,2003,8,
083 AUG 15 - AUG 21,Troll,Sockeye,1574,8/15/2004,83,2004,8,
083 AUG 14 - AUG 20,Troll,Sockeye,375,8/14/2005,83,2005,8,
083 AUG 20 - AUG 26,Troll,Sockeye,271045,8/20/2006,83,2006,8,
083 AUG 19 - AUG 25,Troll,Sockeye,2013,8/19/2007,83,2007,8,
083 AUG 17 - AUG 23,Troll,Sockeye,276,8/17/2008,83,2008,8,
083 AUG 16 - AUG 22,Troll,Sockeye,10,8/16/2009,83,2009,8,
083 AUG 15 - AUG 21,Troll,Sockeye,549340,8/15/2010,83,2010,8,
083 AUG 14 - AUG 20,Troll,Sockeye,109562,8/14/2011,83,2011,8,
083 AUG 19 - AUG 25,Troll,Sockeye,655,8/19/2012,83,2012,8,
083 AUG 18 - AUG 24,Gillnet,Steelhead,52,8/18/1996,83,1996,8,
083 AUG 17 - AUG 23,Gillnet,Steelhead,197,8/17/1997,83,1997,8,
083 AUG 16 - AUG 22,Gillnet,Steelhead,545,8/16/1998,83,1998,8,
083 AUG 15 - AUG 21,Gillnet,Steelhead,14,8/15/1999,83,1999,8,
083 AUG 13 - AUG 19,Gillnet,Steelhead,740,8/13/2000,83,2000,8,
083 AUG 19 - AUG 25,Gillnet,Steelhead,39,8/19/2001,83,2001,8,
083 AUG 19 - AUG 25,Gillnet,Steelhead,416,8/19/2007,83,2007,8,
083 AUG 17 - AUG 23,Gillnet,Steelhead,404,8/17/2008,83,2008,8,
083 AUG 16 - AUG 22,Gillnet,Steelhead,99,8/16/2009,83,2009,8,
083 AUG 17 - AUG 23,Seine,Steelhead,18,8/17/1997,83,1997,8,
083 AUG 18 - AUG 24,Troll,Steelhead,16,8/18/1996,83,1996,8,
083 AUG 17 - AUG 23,Troll,Steelhead,13,8/17/1997,83,1997,8,
084 AUG 25 - AUG 31,Gillnet,Chinook,6041,8/25/1996,84,1996,8,
084 AUG 24 - AUG 30,Gillnet,Chinook,139833,8/24/1997,84,1997,8,
084 AUG 23 - AUG 29,Gillnet,Chinook,7215,8/23/1998,84,1998,8,
084 AUG 22 - AUG 28,Gillnet,Chinook,9767,8/22/1999,84,1999,8,
084 AUG 20 - AUG 26,Gillnet,Chinook,40709,8/20/2000,84,2000,8,
084 AUG 26 - SEP 01,Gillnet,Chinook,15857,8/26/2001,84,2001,8,
084 AUG 25 - AUG 31,Gillnet,Chinook,4924,8/25/2002,84,2002,8,
084 AUG 24 - AUG 30,Gillnet,Chinook,88885,8/24/2003,84,2003,8,
084 AUG 22 - AUG 28,Gillnet,Chinook,168227,8/22/2004,84,2004,8,
084 AUG 21 - AUG 27,Gillnet,Chinook,183970,8/21/2005,84,2005,8,
084 AUG 27 - SEP 02,Gillnet,Chinook,28791,8/27/2006,84,2006,8,
084 AUG 26 - SEP 01,Gillnet,Chinook,224538,8/26/2007,84,2007,8,
084 AUG 24 - AUG 30,Gillnet,Chinook,119490,8/24/2008,84,2008,8,
084 AUG 23 - AUG 29,Gillnet,Chinook,100326,8/23/2009,84,2009,8,
084 AUG 22 - AUG 28,Gillnet,Chinook,64002,8/22/2010,84,2010,8,
084 AUG 21 - AUG 27,Gillnet,Chinook,38606,8/21/2011,84,2011,8,
084 AUG 26 - SEP 01,Gillnet,Chinook,10129,8/26/2012,84,2012,8,
084 AUG 25 - AUG 31,Seine,Chinook,424,8/25/1996,84,1996,8,
084 AUG 24 - AUG 30,Seine,Chinook,444,8/24/1997,84,1997,8,
084 AUG 24 - AUG 30,Seine,Chinook,60,8/24/2003,84,2003,8,
084 AUG 24 - AUG 30,Seine,Chinook,79681,8/24/2008,84,2008,8,
084 AUG 22 - AUG 28,Seine,Chinook,78,8/22/2010,84,2010,8,
084 AUG 25 - AUG 31,Troll,Chinook,181,8/25/1996,84,1996,8,
084 AUG 24 - AUG 30,Troll,Chinook,246762,8/24/1997,84,1997,8,
084 AUG 23 - AUG 29,Troll,Chinook,1048512,8/23/1998,84,1998,8,
084 AUG 22 - AUG 28,Troll,Chinook,108379,8/22/1999,84,1999,8,
084 AUG 20 - AUG 26,Troll,Chinook,2685,8/20/2000,84,2000,8,
084 AUG 25 - AUG 31,Troll,Chinook,11105,8/25/2002,84,2002,8,
084 AUG 24 - AUG 30,Troll,Chinook,22,8/24/2003,84,2003,8,
084 AUG 22 - AUG 28,Troll,Chinook,7861,8/22/2004,84,2004,8,
084 AUG 21 - AUG 27,Troll,Chinook,109244,8/21/2005,84,2005,8,
084 AUG 27 - SEP 02,Troll,Chinook,195495,8/27/2006,84,2006,8,
084 AUG 24 - AUG 30,Troll,Chinook,9571,8/24/2008,84,2008,8,
084 AUG 23 - AUG 29,Troll,Chinook,56998,8/23/2009,84,2009,8,
084 AUG 26 - SEP 01,Troll,Chinook,190,8/26/2012,84,2012,8,
084 AUG 25 - AUG 31,Gillnet,Chum,31166,8/25/1996,84,1996,8,
084 AUG 24 - AUG 30,Gillnet,Chum,48537,8/24/1997,84,1997,8,
084 AUG 23 - AUG 29,Gillnet,Chum,132063,8/23/1998,84,1998,8,
084 AUG 22 - AUG 28,Gillnet,Chum,37462,8/22/1999,84,1999,8,
084 AUG 20 - AUG 26,Gillnet,Chum,87551,8/20/2000,84,2000,8,
084 AUG 26 - SEP 01,Gillnet,Chum,86871,8/26/2001,84,2001,8,
084 AUG 25 - AUG 31,Gillnet,Chum,67882,8/25/2002,84,2002,8,
084 AUG 24 - AUG 30,Gillnet,Chum,125952,8/24/2003,84,2003,8,
084 AUG 22 - AUG 28,Gillnet,Chum,164127,8/22/2004,84,2004,8,
084 AUG 21 - AUG 27,Gillnet,Chum,52030,8/21/2005,84,2005,8,
084 AUG 27 - SEP 02,Gillnet,Chum,89325,8/27/2006,84,2006,8,
084 AUG 26 - SEP 01,Gillnet,Chum,2752,8/26/2007,84,2007,8,
084 AUG 24 - AUG 30,Gillnet,Chum,109,8/24/2008,84,2008,8,
084 AUG 23 - AUG 29,Gillnet,Chum,230,8/23/2009,84,2009,8,
084 AUG 22 - AUG 28,Gillnet,Chum,8671,8/22/2010,84,2010,8,
084 AUG 21 - AUG 27,Gillnet,Chum,88192,8/21/2011,84,2011,8,
084 AUG 26 - SEP 01,Gillnet,Chum,470,8/26/2012,84,2012,8,
084 AUG 25 - AUG 31,Seine,Chum,112216,8/25/1996,84,1996,8,
084 AUG 24 - AUG 30,Seine,Chum,40076,8/24/1997,84,1997,8,
084 AUG 23 - AUG 29,Seine,Chum,138060,8/23/1998,84,1998,8,
084 AUG 22 - AUG 28,Seine,Chum,54476,8/22/1999,84,1999,8,
084 AUG 20 - AUG 26,Seine,Chum,195987,8/20/2000,84,2000,8,
084 AUG 26 - SEP 01,Seine,Chum,143377,8/26/2001,84,2001,8,
084 AUG 25 - AUG 31,Seine,Chum,86848,8/25/2002,84,2002,8,
084 AUG 24 - AUG 30,Seine,Chum,175042,8/24/2003,84,2003,8,
084 AUG 22 - AUG 28,Seine,Chum,191923,8/22/2004,84,2004,8,
084 AUG 21 - AUG 27,Seine,Chum,27589,8/21/2005,84,2005,8,
084 AUG 27 - SEP 02,Seine,Chum,12721,8/27/2006,84,2006,8,
084 AUG 23 - AUG 29,Seine,Chum,7,8/23/2009,84,2009,8,
084 AUG 22 - AUG 28,Seine,Chum,7787,8/22/2010,84,2010,8,
084 AUG 21 - AUG 27,Seine,Chum,11359,8/21/2011,84,2011,8,
084 AUG 25 - AUG 31,Troll,Chum,16877,8/25/1996,84,1996,8,
084 AUG 24 - AUG 30,Troll,Chum,7759,8/24/1997,84,1997,8,
084 AUG 23 - AUG 29,Troll,Chum,3534,8/23/1998,84,1998,8,
084 AUG 22 - AUG 28,Troll,Chum,403,8/22/1999,84,1999,8,
084 AUG 20 - AUG 26,Troll,Chum,3315,8/20/2000,84,2000,8,
084 AUG 26 - SEP 01,Troll,Chum,326,8/26/2001,84,2001,8,
084 AUG 25 - AUG 31,Troll,Chum,365,8/25/2002,84,2002,8,
084 AUG 24 - AUG 30,Troll,Chum,52,8/24/2003,84,2003,8,
084 AUG 21 - AUG 27,Troll,Chum,5,8/21/2005,84,2005,8,
084 AUG 27 - SEP 02,Troll,Chum,40,8/27/2006,84,2006,8,
084 AUG 26 - SEP 01,Troll,Chum,5,8/26/2007,84,2007,8,
084 AUG 22 - AUG 28,Troll,Chum,62,8/22/2010,84,2010,8,
084 AUG 21 - AUG 27,Troll,Chum,91,8/21/2011,84,2011,8,
084 AUG 26 - SEP 01,Troll,Chum,18,8/26/2012,84,2012,8,
084 AUG 25 - AUG 31,Gillnet,Coho,18681,8/25/1996,84,1996,8,
084 AUG 24 - AUG 30,Gillnet,Coho,7553,8/24/1997,84,1997,8,
084 AUG 23 - AUG 29,Gillnet,Coho,4913,8/23/1998,84,1998,8,
084 AUG 22 - AUG 28,Gillnet,Coho,7008,8/22/1999,84,1999,8,
084 AUG 20 - AUG 26,Gillnet,Coho,9692,8/20/2000,84,2000,8,
084 AUG 26 - SEP 01,Gillnet,Coho,84,8/26/2001,84,2001,8,
084 AUG 25 - AUG 31,Gillnet,Coho,1044,8/25/2002,84,2002,8,
084 AUG 24 - AUG 30,Gillnet,Coho,481,8/24/2003,84,2003,8,
084 AUG 22 - AUG 28,Gillnet,Coho,54744,8/22/2004,84,2004,8,
084 AUG 21 - AUG 27,Gillnet,Coho,6929,8/21/2005,84,2005,8,
084 AUG 27 - SEP 02,Gillnet,Coho,20797,8/27/2006,84,2006,8,
084 AUG 26 - SEP 01,Gillnet,Coho,8234,8/26/2007,84,2007,8,
084 AUG 24 - AUG 30,Gillnet,Coho,583,8/24/2008,84,2008,8,
084 AUG 23 - AUG 29,Gillnet,Coho,26263,8/23/2009,84,2009,8,
084 AUG 22 - AUG 28,Gillnet,Coho,26491,8/22/2010,84,2010,8,
084 AUG 21 - AUG 27,Gillnet,Coho,25158,8/21/2011,84,2011,8,
084 AUG 26 - SEP 01,Gillnet,Coho,44580,8/26/2012,84,2012,8,
084 AUG 25 - AUG 31,Seine,Coho,16655,8/25/1996,84,1996,8,
084 AUG 24 - AUG 30,Seine,Coho,5981,8/24/1997,84,1997,8,
084 AUG 26 - SEP 01,Seine,Coho,10184,8/26/2001,84,2001,8,
084 AUG 24 - AUG 30,Seine,Coho,12553,8/24/2003,84,2003,8,
084 AUG 22 - AUG 28,Seine,Coho,32538,8/22/2004,84,2004,8,
084 AUG 21 - AUG 27,Seine,Coho,16407,8/21/2005,84,2005,8,
084 AUG 27 - SEP 02,Seine,Coho,10,8/27/2006,84,2006,8,
084 AUG 24 - AUG 30,Seine,Coho,6453,8/24/2008,84,2008,8,
084 AUG 23 - AUG 29,Seine,Coho,39640,8/23/2009,84,2009,8,
084 AUG 22 - AUG 28,Seine,Coho,171,8/22/2010,84,2010,8,
084 AUG 25 - AUG 31,Troll,Coho,1019200,8/25/1996,84,1996,8,
084 AUG 24 - AUG 30,Troll,Coho,117399,8/24/1997,84,1997,8,
084 AUG 26 - SEP 01,Troll,Coho,16593,8/26/2001,84,2001,8,
084 AUG 25 - AUG 31,Troll,Coho,155254,8/25/2002,84,2002,8,
084 AUG 24 - AUG 30,Troll,Coho,815585,8/24/2003,84,2003,8,
084 AUG 22 - AUG 28,Troll,Coho,497723,8/22/2004,84,2004,8,
084 AUG 21 - AUG 27,Troll,Coho,598818,8/21/2005,84,2005,8,
084 AUG 27 - SEP 02,Troll,Coho,187593,8/27/2006,84,2006,8,
084 AUG 26 - SEP 01,Troll,Coho,161278,8/26/2007,84,2007,8,
084 AUG 24 - AUG 30,Troll,Coho,100578,8/24/2008,84,2008,8,
084 AUG 23 - AUG 29,Troll,Coho,190947,8/23/2009,84,2009,8,
084 AUG 22 - AUG 28,Troll,Coho,206756,8/22/2010,84,2010,8,
084 AUG 21 - AUG 27,Troll,Coho,193457,8/21/2011,84,2011,8,
084 AUG 26 - SEP 01,Troll,Coho,238387,8/26/2012,84,2012,8,
084 AUG 25 - AUG 31,Gillnet,Pink,7382,8/25/1996,84,1996,8,
084 AUG 24 - AUG 30,Gillnet,Pink,47538,8/24/1997,84,1997,8,
084 AUG 23 - AUG 29,Gillnet,Pink,2868,8/23/1998,84,1998,8,
084 AUG 22 - AUG 28,Gillnet,Pink,14809,8/22/1999,84,1999,8,
084 AUG 20 - AUG 26,Gillnet,Pink,9203,8/20/2000,84,2000,8,
084 AUG 26 - SEP 01,Gillnet,Pink,5835,8/26/2001,84,2001,8,
084 AUG 25 - AUG 31,Gillnet,Pink,2315,8/25/2002,84,2002,8,
084 AUG 24 - AUG 30,Gillnet,Pink,284,8/24/2003,84,2003,8,
084 AUG 22 - AUG 28,Gillnet,Pink,94,8/22/2004,84,2004,8,
084 AUG 21 - AUG 27,Gillnet,Pink,365,8/21/2005,84,2005,8,
084 AUG 27 - SEP 02,Gillnet,Pink,2496,8/27/2006,84,2006,8,
084 AUG 26 - SEP 01,Gillnet,Pink,257,8/26/2007,84,2007,8,
084 AUG 24 - AUG 30,Gillnet,Pink,8,8/24/2008,84,2008,8,
084 AUG 23 - AUG 29,Gillnet,Pink,389,8/23/2009,84,2009,8,
084 AUG 22 - AUG 28,Gillnet,Pink,10976,8/22/2010,84,2010,8,
084 AUG 21 - AUG 27,Gillnet,Pink,8026,8/21/2011,84,2011,8,
084 AUG 25 - AUG 31,Seine,Pink,297403,8/25/1996,84,1996,8,
084 AUG 24 - AUG 30,Seine,Pink,641087,8/24/1997,84,1997,8,
084 AUG 23 - AUG 29,Seine,Pink,222038,8/23/1998,84,1998,8,
084 AUG 22 - AUG 28,Seine,Pink,587737,8/22/1999,84,1999,8,
084 AUG 20 - AUG 26,Seine,Pink,795180,8/20/2000,84,2000,8,
084 AUG 26 - SEP 01,Seine,Pink,251648,8/26/2001,84,2001,8,
084 AUG 25 - AUG 31,Seine,Pink,27787,8/25/2002,84,2002,8,
084 AUG 24 - AUG 30,Seine,Pink,19372,8/24/2003,84,2003,8,
084 AUG 22 - AUG 28,Seine,Pink,32060,8/22/2004,84,2004,8,
084 AUG 21 - AUG 27,Seine,Pink,24579,8/21/2005,84,2005,8,
084 AUG 27 - SEP 02,Seine,Pink,11015,8/27/2006,84,2006,8,
084 AUG 26 - SEP 01,Seine,Pink,15835,8/26/2007,84,2007,8,
084 AUG 24 - AUG 30,Seine,Pink,1,8/24/2008,84,2008,8,
084 AUG 23 - AUG 29,Seine,Pink,202259,8/23/2009,84,2009,8,
084 AUG 22 - AUG 28,Seine,Pink,193668,8/22/2010,84,2010,8,
084 AUG 21 - AUG 27,Seine,Pink,414189,8/21/2011,84,2011,8,
084 AUG 25 - AUG 31,Troll,Pink,127824,8/25/1996,84,1996,8,
084 AUG 24 - AUG 30,Troll,Pink,223068,8/24/1997,84,1997,8,
084 AUG 23 - AUG 29,Troll,Pink,7504,8/23/1998,84,1998,8,
084 AUG 22 - AUG 28,Troll,Pink,33,8/22/1999,84,1999,8,
084 AUG 20 - AUG 26,Troll,Pink,33737,8/20/2000,84,2000,8,
084 AUG 26 - SEP 01,Troll,Pink,33903,8/26/2001,84,2001,8,
084 AUG 25 - AUG 31,Troll,Pink,6762,8/25/2002,84,2002,8,
084 AUG 24 - AUG 30,Troll,Pink,18376,8/24/2003,84,2003,8,
084 AUG 22 - AUG 28,Troll,Pink,8904,8/22/2004,84,2004,8,
084 AUG 21 - AUG 27,Troll,Pink,5742,8/21/2005,84,2005,8,
084 AUG 27 - SEP 02,Troll,Pink,4476,8/27/2006,84,2006,8,
084 AUG 26 - SEP 01,Troll,Pink,2423,8/26/2007,84,2007,8,
084 AUG 24 - AUG 30,Troll,Pink,962,8/24/2008,84,2008,8,
084 AUG 23 - AUG 29,Troll,Pink,239,8/23/2009,84,2009,8,
084 AUG 22 - AUG 28,Troll,Pink,5430,8/22/2010,84,2010,8,
084 AUG 21 - AUG 27,Troll,Pink,24019,8/21/2011,84,2011,8,
084 AUG 26 - SEP 01,Troll,Pink,5383,8/26/2012,84,2012,8,
084 AUG 25 - AUG 31,Gillnet,Sockeye,27280,8/25/1996,84,1996,8,
084 AUG 24 - AUG 30,Gillnet,Sockeye,3413755,8/24/1997,84,1997,8,
084 AUG 23 - AUG 29,Gillnet,Sockeye,121273,8/23/1998,84,1998,8,
084 AUG 22 - AUG 28,Gillnet,Sockeye,64430,8/22/1999,84,1999,8,
084 AUG 20 - AUG 26,Gillnet,Sockeye,136504,8/20/2000,84,2000,8,
084 AUG 26 - SEP 01,Gillnet,Sockeye,35606,8/26/2001,84,2001,8,
084 AUG 25 - AUG 31,Gillnet,Sockeye,696496,8/25/2002,84,2002,8,
084 AUG 24 - AUG 30,Gillnet,Sockeye,20733,8/24/2003,84,2003,8,
084 AUG 22 - AUG 28,Gillnet,Sockeye,11286,8/22/2004,84,2004,8,
084 AUG 21 - AUG 27,Gillnet,Sockeye,23516,8/21/2005,84,2005,8,
084 AUG 27 - SEP 02,Gillnet,Sockeye,1859194,8/27/2006,84,2006,8,
084 AUG 26 - SEP 01,Gillnet,Sockeye,9318,8/26/2007,84,2007,8,
084 AUG 24 - AUG 30,Gillnet,Sockeye,893,8/24/2008,84,2008,8,
084 AUG 23 - AUG 29,Gillnet,Sockeye,9880,8/23/2009,84,2009,8,
084 AUG 22 - AUG 28,Gillnet,Sockeye,5374419,8/22/2010,84,2010,8,
084 AUG 21 - AUG 27,Gillnet,Sockeye,225223,8/21/2011,84,2011,8,
084 AUG 26 - SEP 01,Gillnet,Sockeye,7585,8/26/2012,84,2012,8,
084 AUG 25 - AUG 31,Seine,Sockeye,21919,8/25/1996,84,1996,8,
084 AUG 24 - AUG 30,Seine,Sockeye,4990534,8/24/1997,84,1997,8,
084 AUG 23 - AUG 29,Seine,Sockeye,24261,8/23/1998,84,1998,8,
084 AUG 22 - AUG 28,Seine,Sockeye,136783,8/22/1999,84,1999,8,
084 AUG 20 - AUG 26,Seine,Sockeye,162849,8/20/2000,84,2000,8,
084 AUG 26 - SEP 01,Seine,Sockeye,6968,8/26/2001,84,2001,8,
084 AUG 25 - AUG 31,Seine,Sockeye,29122,8/25/2002,84,2002,8,
084 AUG 24 - AUG 30,Seine,Sockeye,4850,8/24/2003,84,2003,8,
084 AUG 22 - AUG 28,Seine,Sockeye,1478,8/22/2004,84,2004,8,
084 AUG 21 - AUG 27,Seine,Sockeye,11313,8/21/2005,84,2005,8,
084 AUG 27 - SEP 02,Seine,Sockeye,73403,8/27/2006,84,2006,8,
084 AUG 26 - SEP 01,Seine,Sockeye,7291,8/26/2007,84,2007,8,
084 AUG 24 - AUG 30,Seine,Sockeye,7767,8/24/2008,84,2008,8,
084 AUG 23 - AUG 29,Seine,Sockeye,16150,8/23/2009,84,2009,8,
084 AUG 22 - AUG 28,Seine,Sockeye,8284561,8/22/2010,84,2010,8,
084 AUG 21 - AUG 27,Seine,Sockeye,184026,8/21/2011,84,2011,8,
084 AUG 26 - SEP 01,Seine,Sockeye,34302,8/26/2012,84,2012,8,
084 AUG 25 - AUG 31,Troll,Sockeye,21606,8/25/1996,84,1996,8,
084 AUG 24 - AUG 30,Troll,Sockeye,3621072,8/24/1997,84,1997,8,
084 AUG 23 - AUG 29,Troll,Sockeye,107987,8/23/1998,84,1998,8,
084 AUG 22 - AUG 28,Troll,Sockeye,1630,8/22/1999,84,1999,8,
084 AUG 20 - AUG 26,Troll,Sockeye,99293,8/20/2000,84,2000,8,
084 AUG 26 - SEP 01,Troll,Sockeye,1327,8/26/2001,84,2001,8,
084 AUG 25 - AUG 31,Troll,Sockeye,786066,8/25/2002,84,2002,8,
084 AUG 24 - AUG 30,Troll,Sockeye,4685,8/24/2003,84,2003,8,
084 AUG 22 - AUG 28,Troll,Sockeye,2634,8/22/2004,84,2004,8,
084 AUG 27 - SEP 02,Troll,Sockeye,27347,8/27/2006,84,2006,8,
084 AUG 26 - SEP 01,Troll,Sockeye,8,8/26/2007,84,2007,8,
084 AUG 22 - AUG 28,Troll,Sockeye,1324064,8/22/2010,84,2010,8,
084 AUG 21 - AUG 27,Troll,Sockeye,22237,8/21/2011,84,2011,8,
084 AUG 26 - SEP 01,Troll,Sockeye,15,8/26/2012,84,2012,8,
084 AUG 25 - AUG 31,Gillnet,Steelhead,29,8/25/1996,84,1996,8,
084 AUG 24 - AUG 30,Gillnet,Steelhead,151,8/24/1997,84,1997,8,
084 AUG 23 - AUG 29,Gillnet,Steelhead,472,8/23/1998,84,1998,8,
084 AUG 22 - AUG 28,Gillnet,Steelhead,125,8/22/1999,84,1999,8,
084 AUG 20 - AUG 26,Gillnet,Steelhead,176,8/20/2000,84,2000,8,
084 AUG 24 - AUG 30,Gillnet,Steelhead,8,8/24/2003,84,2003,8,
084 AUG 26 - SEP 01,Gillnet,Steelhead,110,8/26/2007,84,2007,8,
084 AUG 24 - AUG 30,Gillnet,Steelhead,263,8/24/2008,84,2008,8,
084 AUG 23 - AUG 29,Gillnet,Steelhead,250,8/23/2009,84,2009,8,
084 AUG 24 - AUG 30,Seine,Steelhead,6,8/24/1997,84,1997,8,
084 AUG 24 - AUG 30,Troll,Steelhead,4,8/24/1997,84,1997,8,
091 SEP 01 - SEP 07,Gillnet,Chinook,4372,9/1/1996,91,1996,9,
091 AUG 31 - SEP 06,Gillnet,Chinook,150438,8/31/1997,91,1997,8,
091 AUG 30 - SEP 05,Gillnet,Chinook,3808,8/30/1998,91,1998,8,
091 AUG 29 - SEP 04,Gillnet,Chinook,5454,8/29/1999,91,1999,8,
091 AUG 27 - SEP 02,Gillnet,Chinook,3697,8/27/2000,91,2000,8,
